completion_rate,submission_rating,exam_score,competency_level
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.009345794392523364,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.514018691588785,4.150943396226415,4.150943396226416,0
2.0,5.0,100.0,2
0.009345794392523364,4.150943396226415,4.150943396226416,0
0.16822429906542055,4.150943396226415,4.150943396226416,0
0.897196261682243,3.0,4.150943396226416,0
0.17757009345794392,4.150943396226415,4.150943396226416,0
0.9626168224299065,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.018691588785046728,4.150943396226415,4.150943396226416,0
0.04672897196261682,4.150943396226415,4.150943396226416,0
0.028037383177570093,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.009345794392523364,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.6923076923076923,5.0,4.150943396226416,0
0.6923076923076923,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.0204081632653061,3.0,4.150943396226416,0
3.0,5.0,100.0,2
0.4897959183673469,4.150943396226415,4.150943396226416,0
0.5102040816326531,4.0,4.150943396226416,0
0.9795918367346939,4.150943396226415,90.0,2
0.5918367346938775,5.0,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.9285714285714286,4.150943396226415,4.150943396226416,0
2.0,4.150943396226415,95.0,2
0.35714285714285715,4.150943396226415,4.150943396226416,0
0.9285714285714286,4.150943396226415,4.150943396226416,0
0.35714285714285715,4.150943396226415,4.150943396226416,0
0.4166666666666667,4.150943396226415,4.150943396226416,0
0.5773195876288659,3.0,4.150943396226416,0
1.402061855670103,4.0,4.150943396226416,0
0.27835051546391754,4.150943396226415,4.150943396226416,0
0.5773195876288659,5.0,4.150943396226416,0
0.061855670103092786,4.150943396226415,4.150943396226416,0
0.7010309278350515,5.0,4.150943396226416,0
0.9176470588235294,4.150943396226415,4.150943396226416,0
0.6813186813186813,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
3.0,4.150943396226415,90.0,2
1.0,4.150943396226415,85.0,2
0.054945054945054944,4.150943396226415,4.150943396226416,0
0.5934065934065934,4.150943396226415,4.150943396226416,0
0.4725274725274725,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,90.0,2
0.2708333333333333,4.150943396226415,4.150943396226416,0
3.450381679389313,4.0,86.0,2
1.0,4.0,73.0,2
0.8625954198473282,4.0,73.0,1
0.9923664122137404,4.150943396226415,80.0,2
0.0,4.150943396226415,4.150943396226416,0
0.8473282442748091,5.0,93.0,1
3.0,5.0,93.0,2
0.8702290076335878,4.0,93.0,1
0.9236641221374046,4.0,100.0,2
0.9672131147540983,4.150943396226415,100.0,2
1.0,4.0,100.0,2
1.0,5.0,95.0,2
2.0,3.0,4.150943396226416,0
1.9574468085106382,4.150943396226415,4.150943396226416,0
0.05263157894736842,4.150943396226415,4.150943396226416,0
0.9263157894736842,4.150943396226415,84.0,2
2.0,2.0,4.150943396226416,0
0.21428571428571427,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,4.150943396226416,0
1.0,2.0,100.0,2
0.4117647058823529,4.150943396226415,4.150943396226416,0
0.9803921568627451,4.150943396226415,100.0,2
1.3793103448275863,4.150943396226415,4.150943396226416,0
0.6896551724137931,4.150943396226415,4.150943396226416,0
0.6810344827586207,4.150943396226415,4.150943396226416,0
1.0,3.0,100.0,2
0.6585365853658537,4.150943396226415,96.0,1
2.0,4.150943396226415,100.0,2
0.8780487804878049,4.150943396226415,92.0,1
0.6585365853658537,4.150943396226415,92.0,1
3.0,4.150943396226415,100.0,2
1.0,4.150943396226415,80.0,2
0.66,4.150943396226415,86.0,1
1.0,4.150943396226415,80.0,2
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.8717948717948718,4.150943396226415,4.150943396226416,0
0.2905982905982906,4.150943396226415,4.150943396226416,0
0.2905982905982906,4.150943396226415,4.150943396226416,0
0.42735042735042733,4.150943396226415,4.150943396226416,0
0.2905982905982906,4.150943396226415,4.150943396226416,0
0.5114503816793893,4.150943396226415,4.150943396226416,0
0.5114503816793893,4.150943396226415,4.150943396226416,0
0.9418604651162791,4.150943396226415,82.0,2
0.9418604651162791,4.150943396226415,88.0,2
0.23255813953488372,4.150943396226415,4.150943396226416,0
0.32558139534883723,4.150943396226415,4.150943396226416,0
0.26356589147286824,4.150943396226415,4.150943396226416,0
3.0821917808219177,4.150943396226415,95.0,2
1.0,4.150943396226415,100.0,2
0.6575342465753424,4.150943396226415,4.150943396226416,0
2.0,4.150943396226415,95.0,2
0.273972602739726,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,100.0,2
0.5555555555555556,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,10.0,0
1.0,4.150943396226415,30.0,0
0.8686868686868687,4.150943396226415,4.150943396226416,0
0.7575757575757576,4.150943396226415,86.0,1
0.0,4.150943396226415,4.150943396226416,0
0.8787878787878788,4.150943396226415,93.0,1
0.8787878787878788,4.150943396226415,80.0,1
0.8787878787878788,4.150943396226415,93.0,1
0.15151515151515152,4.150943396226415,4.150943396226416,0
0.21212121212121213,4.150943396226415,4.150943396226416,0
0.0707070707070707,4.150943396226415,4.150943396226416,0
0.8787878787878788,4.150943396226415,93.0,1
0.8787878787878788,4.150943396226415,80.0,1
0.0,4.150943396226415,4.150943396226416,0
0.6036036036036037,4.150943396226415,93.0,1
0.24324324324324326,4.150943396226415,4.150943396226416,0
0.3783783783783784,4.150943396226415,4.150943396226416,0
0.6666666666666666,4.150943396226415,90.0,1
0.6576576576576577,4.150943396226415,86.0,1
0.5585585585585585,4.150943396226415,4.150943396226416,0
0.6666666666666666,4.150943396226415,90.0,1
0.6666666666666666,4.150943396226415,86.0,1
2.0,4.150943396226415,96.0,2
0.6666666666666666,4.150943396226415,80.0,1
0.6666666666666666,4.150943396226415,80.0,1
0.0,4.150943396226415,4.150943396226416,0
0.7874015748031497,5.0,4.150943396226416,0
0.7874015748031497,5.0,4.150943396226416,0
0.7874015748031497,5.0,4.150943396226416,0
0.2125984251968504,4.150943396226415,4.150943396226416,0
0.1732283464566929,4.150943396226415,4.150943396226416,0
0.7874015748031497,4.150943396226415,4.150943396226416,0
1.5748031496062993,4.0,4.150943396226416,0
0.7874015748031497,4.0,4.150943396226416,0
0.9941176470588236,4.150943396226415,100.0,2
0.9941176470588236,4.150943396226415,100.0,2
0.9941176470588236,4.150943396226415,80.0,2
0.9941176470588236,4.150943396226415,86.0,2
0.10588235294117647,4.150943396226415,4.150943396226416,0
0.06878306878306878,4.150943396226415,4.150943396226416,0
0.2804232804232804,4.150943396226415,4.150943396226416,0
0.9259259259259259,3.0,4.150943396226416,0
0.25,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,92.0,2
1.0,3.0,4.150943396226416,0
1.0,5.0,4.150943396226416,0
2.0,4.150943396226415,100.0,2
1.0,4.150943396226415,93.0,2
1.0,4.150943396226415,100.0,2
1.0,4.150943396226415,100.0,2
3.0,4.150943396226415,100.0,2
1.0,4.150943396226415,86.0,2
1.0,4.150943396226415,100.0,2
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,100.0,2
1.0,5.0,4.150943396226416,0
1.0178571428571428,3.0,100.0,2
1.0,4.0,100.0,2
0.0,4.150943396226415,4.150943396226416,0
1.9420289855072463,4.0,95.0,2
0.0,4.150943396226415,4.150943396226416,0
0.9130434782608695,4.0,4.150943396226416,0
0.9710144927536232,4.0,100.0,2
0.9855072463768116,4.150943396226415,90.0,2
0.0,4.150943396226415,4.150943396226416,0
0.9855072463768116,3.0,75.0,2
3.0,5.0,95.0,2
0.9130434782608695,4.0,4.150943396226416,0
3.0,4.150943396226415,100.0,2
1.0,4.150943396226415,93.0,2
1.0,4.150943396226415,80.0,2
1.0,4.150943396226415,100.0,2
1.0,4.150943396226415,86.0,2
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,93.0,2
1.0,5.0,90.0,2
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,86.0,2
0.18666666666666668,4.150943396226415,4.150943396226416,0
1.0,5.0,100.0,2
0.0,4.150943396226415,4.150943396226416,0
0.22340425531914893,4.150943396226415,4.150943396226416,0
1.0,4.0,75.0,2
1.0185185185185186,5.0,90.0,2
1.0,4.0,100.0,2
1.0,4.150943396226415,17.0,0
1.0,4.150943396226415,66.0,2
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
2.0,4.150943396226415,100.0,2
1.0,4.150943396226415,100.0,2
1.0,4.150943396226415,85.0,2
2.0,5.0,100.0,2
1.0,4.0,85.0,2
1.0,4.0,90.0,2
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
2.0,5.0,75.0,2
0.9285714285714286,4.150943396226415,80.0,2
1.0,5.0,100.0,2
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,100.0,2
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,92.0,2
1.0,4.150943396226415,81.0,2
1.0,4.150943396226415,86.0,2
1.0,4.150943396226415,96.0,2
0.5,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,83.0,2
1.0,4.150943396226415,100.0,2
1.0,4.150943396226415,97.0,2
1.0,4.150943396226415,94.0,2
1.0,4.150943396226415,93.0,2
1.0,4.150943396226415,88.0,2
1.0,4.150943396226415,91.0,2
0.25,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,2.0,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.0,4.0,95.0,2
0.9836065573770492,4.150943396226415,85.0,2
1.0,4.0,85.0,2
1.0,4.150943396226415,85.0,2
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.6666666666666666,4.150943396226415,86.0,1
0.3333333333333333,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,90.0,2
1.0,4.150943396226415,95.0,2
1.0,4.150943396226415,80.0,2
1.0,4.150943396226415,100.0,2
1.0,4.150943396226415,85.0,2
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,85.0,2
0.18,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,95.0,2
1.0,4.150943396226415,75.0,2
1.0,4.150943396226415,22.0,0
1.0,4.150943396226415,90.0,2
0.20512820512820512,4.150943396226415,4.150943396226416,0
0.1794871794871795,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,80.0,2
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,75.0,2
0.0,4.150943396226415,4.150943396226416,0
0.6363636363636364,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.5454545454545454,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.9791666666666666,4.150943396226415,100.0,2
0.9868421052631579,4.150943396226415,97.0,2
0.0,4.150943396226415,4.150943396226416,0
0.18181818181818182,4.150943396226415,4.150943396226416,0
